source_coords,dest1_coords,dest2_coords,source_D1_distance(in miles),source_D1_time(in minutes),source_D2_distance(in miles),source_D2_time(in minutes),total_shared_distance,total_shared_time,Matched_NoMatched
"(-73.785924, 40.645134)","(-73.97597504, 40.79120255)", ,20.07000,30.820, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79031372, 40.64677048)', '(-73.84516907, 40.72424316)', '(-73.7939682, 40.66730118)']"
"(-73.785924, 40.645134)","(-73.97601318, 40.7640686)","(-73.95797729, 40.74269867)",17.87000,25.930,15.90000,22.970,28.86500,26.250,Matched
"(-73.785924, 40.645134)","(-73.97664642, 40.68769836)", ,12.45000,19.880, , ,,,"(-73.97664642, 40.68769836): D2: (-73.88223267, 40.75302124)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.97673035, 40.73913574)", ,17.84000,26.240, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.68244934, 40.73498535)', '(-73.78891754, 40.64305115)', '(-73.96646118, 40.75296021)', '(-73.82274628, 40.68207932)', '(-73.92493439, 40.70442963)', '(-73.95175171, 40.70427322)', '(-73.75619507, 40.69025421)', '(-73.85245514, 40.71651077)', '(-73.84436035, 40.77154922)', '(-73.93076324, 40.69781876)']"
"(-73.785924, 40.645134)","(-73.97692871, 40.74731064)","(-73.92497253, 40.61923218)",17.23000,24.130,13.02000,17.500,25.08500,29.200,Matched
"(-73.785924, 40.645134)","(-73.97702026, 40.64764404)", ,12.76000,19.620, , ,,,"(-73.97702026, 40.64764404): D2: (-73.9552002, 40.67293167)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.97706604, 40.66841888)", ,13.21000,22.710, , ,,,"(-73.97706604, 40.66841888):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.97724152, 40.74452591)", ,17.38000,24.450, , ,,,"(-73.97724152, 40.74452591):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97743988, 40.66575241)","(-73.95729065, 40.67023468)",13.11000,22.570,11.86000,19.140,23.14500,20.680,Matched
"(-73.785924, 40.645134)","(-73.97750092, 40.64837265)", ,12.70000,19.590, , ,,,"(-73.97750092, 40.64837265):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.97770691, 40.73021317)", ,15.29000,27.600, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79837799, 40.66733551)', '(-73.93429565, 40.68884659)']"
"(-73.785924, 40.645134)","(-73.97790527, 40.73407745)", ,18.23000,27.520, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.85671997, 40.74385452)', '(-73.87078094, 40.77403641)', '(-73.84455109, 40.74058151)', '(-73.87291718, 40.77430344)']"
"(-73.785924, 40.645134)","(-73.97795105, 40.76524734)", ,18.17000,26.990, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94718933, 40.67615128)', '(-73.95406342, 40.78699875)', '(-73.93120575, 40.75728989)', '(-73.80701447, 40.67621994)', '(-73.92624664, 40.76227188)', '(-73.75695038, 40.66144943)']"
"(-73.785924, 40.645134)","(-73.97815704, 40.76545334)", ,18.16000,26.930, , ,,,"(-73.97815704, 40.76545334): D2: (-73.89521027, 40.75666428)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.9784317, 40.78741074)", ,19.75000,30.300, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.88691711, 40.63602829)', '(-73.77649689, 40.64514923)', '(-73.79016113, 40.64683914)', '(-73.88600922, 40.74955368)', '(-73.94654083, 40.77562332)']"
"(-73.785924, 40.645134)","(-73.97855377, 40.72987747)","(-73.83023071, 40.69263077)",15.22000,27.500,6.41000,9.500,20.16000,22.730,Matched
"(-73.785924, 40.645134)","(-73.97873688, 40.6947403)", ,13.01000,20.630, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.93076324, 40.69781876)']"
"(-73.785924, 40.645134)","(-73.97873688, 40.76679993)","(-73.95231628, 40.78662872)",18.00000,26.220,19.23000,27.430,31.11000,28.640,Matched
"(-73.785924, 40.645134)","(-73.97879028, 40.76110077)", ,18.46000,26.730, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82472229, 40.7229538)']"
"(-73.785924, 40.645134)","(-73.97890472, 40.76179886)", ,18.47000,26.590, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95404053, 40.72583771)', '(-73.9151001, 40.69067764)']"
"(-73.785924, 40.645134)","(-73.97902679, 40.74044418)", ,17.61000,25.280, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95106506, 40.7733345)', '(-73.81770325, 40.72028732)', '(-73.74138641, 40.61179352)', '(-73.9069519, 40.63215637)']"
"(-73.785924, 40.645134)","(-73.97911072, 40.61074066)", ,17.27000,22.610, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.9151001, 40.69067764)']"
"(-73.785924, 40.645134)","(-73.97914124, 40.7528801)", ,17.64000,24.870, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.78891754, 40.64305115)', '(-73.96646118, 40.75296021)', '(-73.82274628, 40.68207932)', '(-73.92493439, 40.70442963)', '(-73.95175171, 40.70427322)', '(-73.75619507, 40.69025421)', '(-73.85245514, 40.71651077)', '(-73.84436035, 40.77154922)', '(-73.93076324, 40.69781876)']"
"(-73.785924, 40.645134)","(-73.97921753, 40.71382141)","(-73.96874237, 40.69229889)",14.98000,26.030,12.48000,19.440,25.49500,23.500,Matched
"(-73.785924, 40.645134)","(-73.97924805, 40.66186905)", ,13.71000,22.590, , ,,,"(-73.97924805, 40.66186905):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97930145, 40.66328812)", ,13.57000,22.020, , ,,,"(-73.97930145, 40.66328812):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97930145, 40.67069626)", ,13.10000,22.200, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.81965637, 40.70231247)']"
"(-73.785924, 40.645134)","(-73.97930908, 40.72188187)", ,14.65000,25.090, , ,,,"(-73.97930908, 40.72188187):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97940826, 40.77272034)", ,18.50000,27.260, , ,,,"(-73.97940826, 40.77272034):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.97942352, 40.78971863)", ,19.98000,30.610, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.86177826, 40.76844025)', '(-73.94429779, 40.71359634)', '(-73.7891922, 40.64242172)']"
"(-73.785924, 40.645134)","(-73.9794693, 40.78698349)", ,19.68000,30.170, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95797729, 40.74269867)', '(-73.94837952, 40.77984619)', '(-73.86042786, 40.74491119)', '(-73.74351501, 40.6396904)', '(-73.96486664, 40.79283142)', '(-73.86713409, 40.68715286)', '(-73.82338715, 40.72462082)', '(-73.91670227, 40.75497055)']"
"(-73.785924, 40.645134)","(-73.9799118, 40.76078796)", ,18.39000,26.510, , ,,,"(-73.9799118, 40.76078796):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.97999573, 40.72264481)", ,14.63000,24.960, , ,,,"(-73.97999573, 40.72264481):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98031616, 40.78361511)", ,19.43000,29.500, , ,,,"(-73.98031616, 40.78361511):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98035431, 40.7788353)", ,19.10000,29.310, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95106506, 40.7733345)', '(-73.81770325, 40.72028732)', '(-73.74138641, 40.61179352)', '(-73.95892334, 40.78348923)', '(-73.9069519, 40.63215637)']"
"(-73.785924, 40.645134)","(-73.98036957, 40.72232056)", ,14.61000,24.840, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.91004181, 40.76938248)', '(-73.79031372, 40.64677048)', '(-73.84516907, 40.72424316)', '(-73.7939682, 40.66730118)']"
"(-73.785924, 40.645134)","(-73.98036957, 40.73857117)","(-73.95544434, 40.67110825)",17.76000,25.960,11.59000,18.640,24.57000,24.770,Matched
"(-73.785924, 40.645134)","(-73.98056793, 40.68876648)", ,12.71000,20.050, , ,,,"(-73.98056793, 40.68876648):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98091125, 40.63375854)", ,13.63000,22.370, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.93076324, 40.69781876)']"
"(-73.785924, 40.645134)","(-73.9811554, 40.70220947)","(-73.96673584, 40.67295456)",13.46000,21.560,12.48000,20.160,23.26000,23.160,Matched
"(-73.785924, 40.645134)","(-73.98118591, 40.78276443)","(-73.95253754, 40.8124733)",19.32000,29.230,18.55000,26.930,33.16500,30.580,Matched
"(-73.785924, 40.645134)","(-73.98123169, 40.73725891)", ,17.86000,26.200, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83740997, 40.69107056)', '(-73.73832703, 40.61838913)', '(-73.88946533, 40.66534424)', '(-73.75437164, 40.66233063)', '(-73.80250549, 40.69096756)']"
"(-73.785924, 40.645134)","(-73.98131561, 40.76902008)", ,18.24000,26.760, , ,,,"(-73.98131561, 40.76902008):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.98149109, 40.78092957)","(-73.95179749, 40.759552)",19.23000,29.050,16.86000,26.880,31.38500,32.550,Matched
"(-73.785924, 40.645134)","(-73.98152924, 40.73429108)", ,18.15000,27.100, , ,,,"(-73.98152924, 40.73429108):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98156738, 40.75995255)", ,18.33000,26.300, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82415771, 40.66038132)', '(-73.81568909, 40.76643753)', '(-73.87030792, 40.77317047)', '(-73.92867279, 40.68418121)', '(-73.94326782, 40.80104828)', '(-73.852005, 40.72877884)', '(-73.94065094, 40.79152679)']"
"(-73.785924, 40.645134)","(-73.98168945, 40.74814224)","(-73.94624329, 40.66603851)",17.44000,24.690,11.10000,17.970,23.44500,26.260,Matched
"(-73.785924, 40.645134)","(-73.98171997, 40.75657654)","(-73.940979, 40.66483688)",18.02000,25.620,10.93000,17.250,23.74000,26.710,Matched
"(-73.785924, 40.645134)","(-73.98173523, 40.7242775)", ,14.56000,24.650, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83181763, 40.70597076)', '(-73.9533844, 40.75811768)']"
"(-73.785924, 40.645134)","(-73.98175049, 40.76560211)", ,18.26000,26.820, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.86177826, 40.76844025)', '(-73.94429779, 40.71359634)', '(-73.95513153, 40.69444275)', '(-73.7891922, 40.64242172)']"
"(-73.785924, 40.645134)","(-73.98177338, 40.75167465)","(-73.89377594, 40.84264374)",17.56000,24.870,19.14000,26.850,29.99500,34.230,Matched
"(-73.785924, 40.645134)","(-73.98180389, 40.75832748)", ,18.19000,26.050, , ,,,"(-73.98180389, 40.75832748):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98188019, 40.77304459)","(-73.93797302, 40.72632599)",18.67000,27.670,13.37000,21.770,27.20500,27.100,Matched
"(-73.785924, 40.645134)","(-73.98208618, 40.73029327)", ,15.12000,27.160, , ,,,"(-73.98208618, 40.73029327):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98234558, 40.78478622)","(-73.96588135, 40.75873947)",19.54000,29.650,18.16000,26.200,32.98500,28.770,Matched
"(-73.785924, 40.645134)","(-73.9825592, 40.6734581)", ,13.30000,21.820, , ,,,"(-73.9825592, 40.6734581):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98274994, 40.72711945)", ,14.86000,25.930, , ,,,"(-73.98274994, 40.72711945):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98280334, 40.73140335)","(-73.97673035, 40.73913574)",15.27000,27.290,17.84000,26.240,28.91500,27.920,Matched
"(-73.785924, 40.645134)","(-73.98296356, 40.67743683)", ,12.92000,20.870, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82472229, 40.7229538)']"
"(-73.785924, 40.645134)","(-73.98298645, 40.72676849)", ,14.84000,25.830, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95544434, 40.67110825)']"
"(-73.785924, 40.645134)","(-73.98303223, 40.74276733)","(-73.78498077, 40.66567993)",17.81000,26.090,4.27000,6.870,17.31500,21.950,Matched
"(-73.785924, 40.645134)","(-73.98309326, 40.77581024)","(-73.94474792, 40.80163956)",18.92000,28.310,18.35000,26.740,32.50500,30.260,Matched
"(-73.785924, 40.645134)","(-73.98335266, 40.76597977)", ,18.43000,27.630, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.86177826, 40.76844025)', '(-73.94429779, 40.71359634)', '(-73.95513153, 40.69444275)', '(-73.7891922, 40.64242172)']"
"(-73.785924, 40.645134)","(-73.98350525, 40.66617584)", ,13.98000,22.030, , ,,,"(-73.98350525, 40.66617584):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98356628, 40.6944809)", ,13.24000,20.590, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79031372, 40.64677048)', '(-73.84516907, 40.72424316)', '(-73.7939682, 40.66730118)']"
"(-73.785924, 40.645134)","(-73.98361206, 40.66102982)","(-73.81954193, 40.71306229)",13.53000,21.230,6.92000,10.490,17.53500,22.150,Matched
"(-73.785924, 40.645134)","(-73.98387146, 40.75730515)", ,18.15000,25.870, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.97120667, 40.75561142)', '(-73.81965637, 40.70231247)']"
"(-73.785924, 40.645134)","(-73.9841156, 40.7751236)", ,18.83000,28.000, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82472229, 40.7229538)']"
"(-73.785924, 40.645134)","(-73.98415375, 40.6717186)", ,13.44000,22.170, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94927979, 40.70755005)']"
"(-73.785924, 40.645134)","(-73.98419189, 40.78304291)", ,19.57000,29.800, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82472229, 40.7229538)']"
"(-73.785924, 40.645134)","(-73.98423767, 40.76727676)", ,18.36000,26.900, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.97601318, 40.7640686)', '(-73.95797729, 40.74269867)', '(-73.94837952, 40.77984619)', '(-73.86042786, 40.74491119)', '(-73.74351501, 40.6396904)', '(-73.96486664, 40.79283142)', '(-73.86713409, 40.68715286)', '(-73.82338715, 40.72462082)', '(-73.91670227, 40.75497055)']"
"(-73.785924, 40.645134)","(-73.9842453, 40.67948151)","(-73.95965576, 40.7131691)",12.93000,20.910,12.85000,21.090,23.30500,24.810,Matched
"(-73.785924, 40.645134)","(-73.98446655, 40.780159)","(-73.9387207, 40.82765961)",19.29000,28.990,19.59000,27.710,33.78500,34.010,Matched
"(-73.785924, 40.645134)","(-73.98458099, 40.73203659)", ,18.28000,27.590, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.81159973, 40.75645828)']"
"(-73.785924, 40.645134)","(-73.98469543, 40.7686882)", ,18.50000,28.000, , ,,,"(-73.98469543, 40.7686882):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98470306, 40.76867294)", ,18.50000,28.000, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.81568909, 40.76643753)', '(-73.87030792, 40.77317047)', '(-73.92867279, 40.68418121)', '(-73.94326782, 40.80104828)', '(-73.852005, 40.72877884)', '(-73.94065094, 40.79152679)']"
"(-73.785924, 40.645134)","(-73.9847641, 40.7324295)","(-73.83958435, 40.68797684)",18.24000,27.360,6.53000,10.950,20.21000,21.630,Matched
"(-73.785924, 40.645134)","(-73.9848175, 40.66763306)", ,14.57000,22.880, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.88751221, 40.75904846)', '(-73.97743988, 40.66575241)', '(-73.90486908, 40.6911087)', '(-73.85023499, 40.72083664)', '(-73.95729065, 40.67023468)', '(-73.86634827, 40.77128983)']"
"(-73.785924, 40.645134)","(-73.98482513, 40.76868057)","(-73.98469543, 40.7686882)",18.46000,27.770,18.50000,28.000,32.34500,27.810,Matched
"(-73.785924, 40.645134)","(-73.98491669, 40.6628685)", ,13.69000,21.170, , ,,,"(-73.98491669, 40.6628685):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98493195, 40.73485184)","(-73.94821167, 40.72278595)",18.18000,27.190,12.65000,21.110,26.24500,25.470,Matched
"(-73.785924, 40.645134)","(-73.98504639, 40.75323868)", ,17.80000,25.280, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.92170715, 40.65076447)', '(-73.95279694, 40.79164124)', '(-73.91731262, 40.75971603)', '(-73.94969177, 40.6842041)', '(-73.91356659, 40.69368744)', '(-73.85620117, 40.7240715)', '(-73.92562866, 40.8248558)']"
"(-73.785924, 40.645134)","(-73.98508453, 40.73210907)","(-73.96498871, 40.67971039)",18.27000,27.480,11.74000,18.620,25.48000,23.180,Matched
"(-73.785924, 40.645134)","(-73.98508453, 40.76070404)","(-73.97541046, 40.75164032)",18.54000,26.920,17.52000,24.890,30.98000,26.250,Matched
"(-73.785924, 40.645134)","(-73.98529816, 40.74801636)","(-73.779953, 40.68534851)",17.71000,25.290,4.41000,7.650,17.05500,22.370,Matched
"(-73.785924, 40.645134)","(-73.98538971, 40.73333359)", ,18.25000,27.420, , ,,,"(-73.98538971, 40.73333359): D2: (-73.89521027, 40.75666428)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.9854126, 40.73509979)", ,18.21000,27.280, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94232178, 40.72587967)', '(-73.87648773, 40.74073029)', '(-73.96588135, 40.75873947)']"
"(-73.785924, 40.645134)","(-73.98557281, 40.7516861)", ,17.64000,24.690, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95275116, 40.7834816)', '(-73.72745514, 40.66999054)', '(-73.78128052, 40.66852188)', '(-73.70625305, 40.71223068)', '(-73.72494507, 40.73579788)', '(-73.77986908, 40.66662598)']"
"(-73.785924, 40.645134)","(-73.98564911, 40.76687622)","(-73.83042145, 40.68872833)",18.54000,27.630,5.37000,10.460,19.18500,21.920,Matched
"(-73.785924, 40.645134)","(-73.98566437, 40.76633453)", ,18.49000,27.870, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.97120667, 40.75561142)', '(-73.81965637, 40.70231247)']"
"(-73.785924, 40.645134)","(-73.98580933, 40.68732834)", ,12.80000,20.020, , ,,,"(-73.98580933, 40.68732834):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98586273, 40.72938156)","(-73.97790527, 40.73407745)",15.40000,27.580,18.23000,27.520,29.19000,28.280,Matched
"(-73.785924, 40.645134)","(-73.98590851, 40.7680397)", ,18.46000,27.240, , ,,,"(-73.98590851, 40.7680397):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.98597717, 40.67760468)", ,13.10000,20.720, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.81965637, 40.70231247)']"
"(-73.785924, 40.645134)","(-73.98604584, 40.75345993)", ,17.82000,25.440, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.97120667, 40.75561142)', '(-73.81965637, 40.70231247)']"
"(-73.785924, 40.645134)","(-73.98631287, 40.75875092)", ,18.57000,26.850, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.86177826, 40.76844025)', '(-73.94429779, 40.71359634)', '(-73.95513153, 40.69444275)', '(-73.7891922, 40.64242172)']"
"(-73.785924, 40.645134)","(-73.98636627, 40.75820923)","(-73.97312164, 40.76389313)",18.29000,26.160,17.69000,25.680,30.77000,27.070,Matched
"(-73.785924, 40.645134)","(-73.98640442, 40.71578217)", ,14.69000,25.190, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95544434, 40.67110825)']"
"(-73.785924, 40.645134)","(-73.98666382, 40.75065231)","(-73.95875549, 40.68677139)",17.80000,25.740,11.78000,18.800,24.65000,25.880,Matched
"(-73.785924, 40.645134)","(-73.98670197, 40.66840744)", ,14.46000,22.450, , ,,,"(-73.98670197, 40.66840744):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.986763, 40.76134872)","(-73.98335266, 40.76597977)",18.59000,27.060,18.43000,27.630,31.96000,28.000,Matched
"(-73.785924, 40.645134)","(-73.9868927, 40.6281662)","(-73.96458435, 40.647892)",14.32000,23.720,12.30000,19.600,24.16000,22.040,Matched
"(-73.785924, 40.645134)","(-73.98695374, 40.67892456)", ,13.29000,21.500, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.96498871, 40.67971039)', '(-73.96458435, 40.647892)', '(-73.92380524, 40.66817856)', '(-73.89143372, 40.67631149)', '(-73.82070923, 40.6792717)']"
"(-73.785924, 40.645134)","(-73.98698425, 40.76944351)","(-73.97142029, 40.75619888)",18.73000,28.160,18.08000,25.860,32.16000,27.420,Matched
"(-73.785924, 40.645134)","(-73.98709106, 40.73886108)", ,18.08000,27.020, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.9032135, 40.70250702)', '(-73.94143677, 40.66293716)', '(-73.93939972, 40.67002487)', '(-73.96929169, 40.7512207)', '(-73.83032227, 40.71089935)', '(-73.87760925, 40.72670364)', '(-73.91867065, 40.74837112)', '(-73.96747589, 40.68659592)', '(-73.97541046, 40.75164032)']"
"(-73.785924, 40.645134)","(-73.98710632, 40.66294098)","(-73.96869659, 40.69234085)",13.72000,21.420,12.48000,19.430,23.19000,22.690,Matched
"(-73.785924, 40.645134)","(-73.98730469, 40.76867676)", ,18.54000,27.490, , ,,,"(-73.98730469, 40.76867676):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.98747253, 40.73246002)", ,15.46000,27.870, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.81159973, 40.75645828)']"
"(-73.785924, 40.645134)","(-73.98749542, 40.73343277)","(-73.9469986, 40.77647781)",18.40000,27.950,19.22000,27.380,32.37500,33.240,Matched
"(-73.785924, 40.645134)","(-73.98754883, 40.76547623)","(-73.97914124, 40.7528801)",18.64000,27.680,17.64000,24.870,31.48000,26.340,Matched
"(-73.785924, 40.645134)","(-73.987854, 40.71992874)", ,14.31000,23.710, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95404053, 40.72583771)', '(-73.9151001, 40.69067764)', '(-73.95875549, 40.68677139)']"
"(-73.785924, 40.645134)","(-73.98802948, 40.77500916)", ,19.05000,28.520, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.97120667, 40.75561142)', '(-73.81965637, 40.70231247)']"
"(-73.785924, 40.645134)","(-73.98806763, 40.57458878)", ,16.47000,21.240, , ,,,"(-73.98806763, 40.57458878):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.98851776, 40.71640778)", ,14.57000,24.770, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.80605316, 40.71461105)', '(-73.97291565, 40.68841553)', '(-73.95932007, 40.68103027)', '(-73.93954468, 40.72421265)', '(-73.73736572, 40.68689346)', '(-73.89328003, 40.70210266)', '(-73.84954071, 40.72886658)']"
"(-73.785924, 40.645134)","(-73.98868561, 40.74842072)", ,18.02000,26.400, , ,,,"(-73.98868561, 40.74842072): D2: (-73.89521027, 40.75666428)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.98874664, 40.7586441)", ,18.38000,26.650, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.94091797, 40.75569916)', '(-73.9469986, 40.77647781)', '(-73.83746338, 40.70149994)']"
"(-73.785924, 40.645134)","(-73.98896027, 40.77688599)","(-73.97724152, 40.74452591)",19.08000,28.670,17.38000,24.450,31.71500,27.810,Matched
"(-73.785924, 40.645134)","(-73.9890213, 40.75821686)", ,18.34000,26.520, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.80605316, 40.71461105)', '(-73.95932007, 40.68103027)', '(-73.93954468, 40.72421265)', '(-73.73736572, 40.68689346)', '(-73.89328003, 40.70210266)', '(-73.84954071, 40.72886658)']"
"(-73.785924, 40.645134)","(-73.98910522, 40.72431183)","(-73.98208618, 40.73029327)",14.99000,26.340,15.12000,27.160,28.16000,27.140,Matched
"(-73.785924, 40.645134)","(-73.98929596, 40.75760651)", ,18.30000,26.350, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.77633667, 40.76247025)', '(-73.83958435, 40.68797684)', '(-73.78339386, 40.64374542)']"
"(-73.785924, 40.645134)","(-73.98937225, 40.6158905)","(-73.96546173, 40.65267563)",18.01000,24.110,12.06000,18.680,24.11500,22.640,Matched
"(-73.785924, 40.645134)","(-73.9900589, 40.73332214)", ,15.49000,27.970, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95404053, 40.72583771)', '(-73.9151001, 40.69067764)', '(-73.95875549, 40.68677139)']"
"(-73.785924, 40.645134)","(-73.99035645, 40.6818161)","(-73.97148132, 40.64123917)",13.35000,22.130,12.73000,20.090,23.79500,24.140,Matched
"(-73.785924, 40.645134)","(-73.99067688, 40.76261139)", ,19.03000,28.150, , ,,,"(-73.99067688, 40.76261139): D2: (-73.89521027, 40.75666428)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.99098969, 40.75881577)", ,18.43000,26.950, , ,,,"(-73.99098969, 40.75881577):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.99108887, 40.75956345)", ,18.67000,27.150, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.81568909, 40.76643753)', '(-73.87030792, 40.77317047)', '(-73.92867279, 40.68418121)', '(-73.94326782, 40.80104828)', '(-73.95420074, 40.67316818)', '(-73.852005, 40.72877884)', '(-73.94065094, 40.79152679)']"
"(-73.785924, 40.645134)","(-73.99110413, 40.75040436)", ,18.05000,25.940, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.97120667, 40.75561142)', '(-73.81965637, 40.70231247)']"
"(-73.785924, 40.645134)","(-73.99137878, 40.7502594)","(-73.74192047, 40.70278168)",18.06000,26.030,6.30000,10.300,19.31500,27.090,Matched
"(-73.785924, 40.645134)","(-73.99140167, 40.74987793)","(-73.97035217, 40.74988556)",18.08000,26.060,17.66000,25.730,30.69000,27.310,Matched
"(-73.785924, 40.645134)","(-73.99165344, 40.73440933)", ,15.61000,28.460, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83740997, 40.69107056)', '(-73.73832703, 40.61838913)', '(-73.88946533, 40.66534424)', '(-73.75437164, 40.66233063)', '(-73.80250549, 40.69096756)']"
"(-73.785924, 40.645134)","(-73.99171448, 40.68955231)", ,13.15000,20.530, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95544434, 40.67110825)']"
"(-73.785924, 40.645134)","(-73.99187469, 40.72013092)", ,14.46000,24.250, , ,,,"(-73.99187469, 40.72013092):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.99214172, 40.75561142)", ,18.17000,26.180, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.95544434, 40.67110825)']"
"(-73.785924, 40.645134)","(-73.99216461, 40.71964645)", ,15.18000,25.190, , ,,,"(-73.99216461, 40.71964645):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.99237061, 40.75174332)", ,18.10000,26.150, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.80605316, 40.71461105)', '(-73.95932007, 40.68103027)', '(-73.93954468, 40.72421265)', '(-73.73736572, 40.68689346)', '(-73.89328003, 40.70210266)', '(-73.84954071, 40.72886658)', '(-73.98417664, 40.74333954)']"
"(-73.785924, 40.645134)","(-73.99250793, 40.75474548)", ,18.46000,27.450, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79904938, 40.66766357)', '(-73.92497253, 40.61923218)', '(-73.97692871, 40.74731064)', '(-73.89347839, 40.76580811)']"
